u,v,distance_m
4520380532,2189162945,5.0
4520380532,2189145399,6.0
4520380535,6167417928,6.0
4520380533,4520380532,4.0
4520380537,2189145378,6.0
4520380537,6167413278,101.0
4520380539,6167191176,5.0
4520380536,4520380537,4.0
4520380544,2189145403,4.0
4520380545,4520380544,4.0
4520380545,2247182215,336.0
4520380540,2189161530,4.0
4520380542,2189161533,6.0
4520380550,4520380546,86.0
4520380552,4520380551,4.0
4520380552,6167247289,8.0
4520380546,6167191721,100.0
4520380556,2189273819,8.0
4520380551,591408731,5.0
4520380554,4520380478,13.0
767658128,5957906923,94.0
547588442,1449308543,58.0
2992212332,847531461,385.0
767658367,767658128,62.0
767658571,767659039,4.0
767658571,767654684,6.0
767658571,767665024,7.0
2180614752,6167191743,9.0
2180614752,2180614753,16.0
2180614753,6167344553,5.0
2180614756,2180614752,11.0
5002594927,5002594926,6.0
5002594975,5002594927,2.0
5002595014,5002595019,29.0
294619847,579470070,670.0
5002595018,5002594975,21.0
5002595025,5002595022,33.0
5002595026,5002595074,16.0
5002595026,5002595031,61.0
5002595031,5002595014,6.0
5002595032,5002595073,7.0
5002595043,5002595044,5.0
373656306,373647142,106.0
5002595073,5002595026,7.0
5002595073,5002595076,9.0
5002595074,5002595025,14.0
5002595076,5002595077,8.0
5002595077,5002595079,16.0
5002595079,5002595085,13.0
294619936,294619847,34.0
5002595104,5002595124,7.0
5002595109,5002595110,3.0
5002595110,5002595104,17.0
5002595116,5002595109,11.0
5002595123,5002595116,2.0
5002595124,5002595032,7.0
5002595128,5002595134,20.0
5002595130,5002595131,15.0
5002595131,5002595128,8.0
5002595131,5002595138,2.0
5002595133,5002595043,6.0
5002595134,5002595133,8.0
5002595138,5002595123,5.0
5002595148,5001030250,130.0
5002595148,2325395498,8.0
2992212844,267317363,11.0
2992212845,577522376,13.0
2992212845,259159111,29.0
576818194,2347007258,10.0
767659039,767659043,7.0
767659039,767658571,4.0
767659043,767659045,7.0
767659043,767659039,7.0
767659043,767658367,35.0
767659045,767584972,31.0
767659045,767659043,7.0
767659045,767661756,11.0
588876889,246439386,6.0
588876900,6167344600,59.0
5668009826,207085518,22.0
294620418,294620718,39.0
294620422,294619936,38.0
2325319092,1713449451,45.0
2325319093,2325319092,55.0
2325319131,846571209,7.0
294620718,294620720,74.0
294620720,294620422,23.0
664375058,664377909,51.0
294621125,3313210940,4.0
294621125,2948774559,779.0
168398786,168377553,22.0
577474522,60092011,410.0
294621152,294621125,4.0
294621152,294620418,282.0
294621152,294628918,308.0
1479905301,589713786,5.0
1479905326,6167229075,3.0
1479905329,1479905357,51.0
2165149751,6167247297,10.0
2165149751,6167254901,10.0
1479905341,1479928084,8.0
1479905341,589501040,8.0
1479905345,1479905395,19.0
1479905357,1479905345,5.0
1479905361,589713852,19.0
1479905364,1479905341,15.0
2695729275,686217259,47.0
1479905406,1479905361,45.0
589402268,26034672,17.0
589402268,6206786039,51.0
589402277,6167417978,31.0
589402289,26051950,16.0
589402289,6167191151,106.0
589402311,595594347,13.0
1681675815,1681675863,2.0
777752999,777753001,4.0
777753001,777712061,49.0
777753004,777706218,49.0
777753006,777792533,42.0
777753006,777793471,31.0
777753008,777753006,9.0
777753011,777745518,4.0
777753012,777753011,7.0
777753013,777700831,9.0
373002835,547568994,40.0
174822006,597546805,6.0
248746627,412776176,44.0
248746627,248746724,193.0
248746627,420022666,61.0
248746628,6207106485,126.0
248746629,3168663491,24.0
248746632,2692003116,70.0
846566062,847530367,29.0
248746674,30385338,108.0
248746674,302820090,46.0
248746675,248746680,28.0
248746677,302820534,50.0
248746680,4320615301,41.0
248746681,248746956,48.0
248746682,248746675,46.0
248746682,2776561964,46.0
248746684,2776561964,158.0
248746684,746427704,43.0
248746686,30385483,8.0
248746690,248746692,102.0
248746690,3683319253,39.0
2189398724,4283908138,7.0
248746691,248746703,39.0
248746689,4072557022,28.0
2189398730,4283908186,127.0
248746698,248746699,76.0
248746698,356083796,43.0
248746698,248746706,39.0
248746699,248746701,129.0
2189398733,2189398750,15.0
248746701,412776175,32.0
2189398745,6207245783,98.0
589664986,2202858921,48.0
2189398750,4283908144,5.0
2189398750,4283908159,98.0
248746724,248746706,89.0
248746724,248746627,193.0
248746726,248746693,105.0
248746726,440061344,51.0
248746735,30385491,20.0
248746739,4315827369,2.0
248746737,30385490,35.0
248746737,30385491,49.0
248746741,248746737,55.0
248746740,309346989,54.0
373003028,241807397,17.0
373003030,372998848,100.0
2016383845,3146808103,14.0
248746910,248746942,131.0
248746912,3804564092,31.0
248746913,248746929,116.0
248746914,440051965,13.0
248746921,248746932,151.0
248746922,248746921,51.0
248746923,2927793636,6.0
248746931,248746930,49.0
248746930,2975262283,47.0
248746932,248746931,51.0
248746934,440051891,45.0
2005992020,129279833,37.0
248746937,30404319,49.0
248746937,266739826,27.0
248746939,248746940,45.0
248746942,356099604,42.0
248746942,714861717,34.0
248746943,3810929407,73.0
248746945,3810929407,32.0
248746945,248746939,95.0
248746948,248746945,61.0
248746946,248746948,73.0
248746950,248747000,114.0
846566359,243097143,5.0
248746968,3804564118,59.0
248746967,340367659,115.0
248746966,4315299528,49.0
846566368,243096971,12.0
248746980,331419757,23.0
248746980,2927793638,80.0
248747000,440051913,26.0
248746999,248746912,44.0
4824077320,92159669,31.0
282825740,387153077,115.0
282825748,282825740,88.0
583242779,650282682,160.0
282825760,283334320,45.0
282825777,781093034,36.0
2074055733,250933639,68.0
282825799,54396972,20.0
282825803,282825808,53.0
282825808,387153065,29.0
282825809,282825811,36.0
282825811,781112995,54.0
282825815,282825860,31.0
282825830,1833123398,7.0
282825831,282825863,129.0
282825831,282825830,13.0
282825839,282825831,7.0
282825859,282825803,36.0
282825860,282825859,13.0
282825863,282825865,38.0
282825864,287629353,40.0
282825865,777775780,12.0
589403294,3367904396,102.0
294622367,2936341079,66.0
294622367,294622368,4.0
294622368,294622369,5.0
294622369,3313210932,4.0
294622370,3313210947,12.0
294622372,294622373,4.0
294622373,3313210948,3.0
294622373,294628654,316.0
294622374,294622375,7.0
294622374,3313210944,6.0
294622374,294628572,316.0
294622375,3313210950,4.0
294622375,294622374,7.0
282825893,1833123397,13.0
282825905,2640744060,44.0
583243026,5257193656,17.0
903976210,781091686,92.0
903976210,2834982472,18.0
2613024047,711778933,67.0
2237633848,30220684,39.0
2237633849,2237633848,38.0
746427704,248746684,43.0
746427709,356088591,12.0
3067843936,906234095,9.0
6060217812,114607264,14.0
579966426,579970462,52.0
579966426,579969179,48.0
3313210926,3313210948,2.0
3313210926,3313210924,3.0
3313210926,3313210934,7.0
3313210932,294622370,2.0
3313210934,3313210944,1.0
3313210934,3313210924,4.0
3313210934,3313210926,7.0
3313210937,294621152,4.0
3313210940,294621125,4.0
3313210940,3313210950,7.0
3313210944,3313210934,1.0
3313210944,294622374,6.0
3313210948,3313210926,2.0
3313210948,294622373,3.0
3313210950,3313210940,7.0
3313210950,294622375,4.0
3313210947,3313210941,2.0
1879021160,1449297305,10.0
1879021160,1879021176,219.0
1879021160,5276517410,24.0
1879021162,650277506,194.0
1879021163,2302923329,7.0
1879021164,2302923326,17.0
1879021169,650273629,120.0
1879021170,241807184,5.0
1879021176,2302923329,214.0
846567039,846567653,6.0
1879021180,2302316258,22.0
767661756,767659045,11.0
767661756,767584894,5.0
767661756,2384091377,16.0
767661779,5680172487,85.0
767661788,6167359510,60.0
3345061643,591317288,27.0
224761617,224757641,57.0
224761635,224761795,57.0
224761635,647852796,12.0
1881118510,2185303481,13.0
1881118510,33238480,10.0
224761654,493051265,43.0
224761654,224761795,46.0
224761673,224757682,46.0
2173278061,818102529,19.0
224761795,224761635,57.0
224761795,224761654,46.0
477075430,1725216511,9.0
477075431,477081585,62.0
846567423,846567432,128.0
846567432,846567433,12.0
846567433,846567434,79.0
846567434,846567435,55.0
846567435,846567039,80.0
207078711,207078696,183.0
340367480,4157116158,36.0
746428618,4061053437,16.0
846567653,846567654,1.0
846567654,846567658,13.0
846567658,846566359,6.0
441030950,560997175,94.0
340367659,419481487,39.0
340367659,340367695,39.0
340367695,340367659,39.0
340367695,356099212,10.0
440506785,440506788,33.0
440506788,233262622,42.0
356096427,419481487,12.0
575379884,54552828,9.0
2400295351,1668523256,193.0
2400295351,6126053594,59.0
2400295351,5457975847,2.0
575379893,575379896,9.0
575379896,54552827,8.0
664377909,664374694,12.0
114268737,2567155992,31.0
2189269627,2189269634,102.0
2189269630,2189269632,103.0
2189269631,4520380442,6.0
2189269632,267317634,34.0
2189269634,591392085,8.0
2189269638,2189269639,103.0
2189269638,4520380473,2.0
2189269639,4520380554,12.0
506043053,36823673,99.0
127638234,767729252,10.0
127638260,387153033,15.0
294624011,294624741,31.0
127638288,3215192024,38.0
224762698,129952493,45.0
224762698,355819027,62.0
4162427914,845692519,23.0
4162427915,4162427914,10.0
269327461,356125087,97.0
664378473,4398351515,9.0
664378473,847533460,3.0
3810637369,5968588316,91.0
5636123528,1463620428,9.0
575380813,575380979,9.0
294624680,294624011,28.0
294624741,294625652,74.0
575380979,54552825,10.0
664378900,107167028,2.0
664378901,664378900,2.0
664378902,664378903,43.0
664378903,664378904,2.0
664378904,664378905,3.0
664378905,664378906,2.0
664378906,664378907,2.0
664378907,664378901,3.0
3327893029,774519013,12.0
3327893030,3132397293,33.0
3327893032,711369697,17.0
664378915,4398351517,5.0
664378915,387700302,84.0
664378922,664378915,10.0
269327967,60096663,18.0
591261641,591261644,3.0
591261644,49492943,5.0
591261651,591261654,3.0
224763560,355819027,62.0
224763560,3830161559,45.0
591261654,1668523263,5.0
2181275329,593488418,34.0
2181275335,2181268830,13.0
2181275335,6167344494,7.0
2181275340,2181275335,14.0
2181275344,3199584808,9.0
664379117,664380023,39.0
575381329,575381644,7.0
356097878,248746953,40.0
356097878,248746952,14.0
579968879,579968880,37.0
579968880,579969242,114.0
6207152062,477079436,8.0
3807748049,686217260,16.0
1463656453,1463620953,103.0
1463656466,1463620947,2.0
1463656474,30947904,2.0
1463656479,1463620453,103.0
6167289303,6167344493,128.0
1463656488,1463620809,61.0
3830161454,746340941,36.0
3830161454,30287594,62.0
3830161454,129291097,3.0
6167289313,2181268826,9.0
6167289313,6167289318,6.0
6167289313,6167289312,15.0
6167289315,6167344498,26.0
6167289315,6167289314,116.0
607756402,113541129,29.0
575381641,575386108,9.0
575381644,575381641,7.0
471441550,30943326,92.0
3830161559,355819078,61.0
579969179,579969242,44.0
664379580,664379579,8.0
664379581,664379580,3.0
294625488,294625491,38.0
294625491,294624680,76.0
579969242,579989564,647.0
846569746,579407285,66.0
294625652,2950388105,9.0
592814484,130015095,11.0
1982439976,1982440009,11.0
607756857,6167489489,8.0
607756858,607756857,15.0
1982439994,30948117,57.0
1982440009,1982439994,11.0
664380023,107167064,21.0
664380023,664380027,18.0
664380046,664375058,8.0
664380046,664380075,26.0
664380075,3938525751,38.0
664380096,847532415,36.0
664380095,664380096,16.0
664380095,847532322,16.0
664380189,49492954,87.0
664380189,3793626736,709.0
356098857,248746999,44.0
356098879,356098857,81.0
356098879,440051944,35.0
767665001,767592583,8.0
4245791605,1725216344,36.0
767665017,266734205,7.0
767665017,6207152062,87.0
767665024,767658571,7.0
767665024,266734205,7.0
576824195,575469226,23.0
576824195,575472740,87.0
576824195,576824181,135.0
5579711429,2419787407,265.0
5579711429,2185303474,265.0
356099017,4315827378,324.0
356099095,356099017,36.0
2967053348,129952494,28.0
2967053349,2967053356,16.0
2967053349,332796855,37.0
2967053354,355818813,11.0
2967053356,2967053349,16.0
2967053356,35301704,126.0
576824412,575524488,5.0
576824412,266738765,79.0
576824420,576824412,8.0
356099212,340367695,10.0
356099212,356099268,31.0
1668523155,1132069624,8.0
30385338,30945778,78.0
356099268,356099212,31.0
356099268,248746953,40.0
2189161533,2189161530,4.0
2189161535,4520380543,6.0
1668523241,387704653,11.0
1668523241,5457975847,3.0
1668523241,1426013259,103.0
1668523257,1668523275,26.0
3806438657,571730521,222.0
1668523264,1668523273,7.0
1668523263,591259264,584.0
4110787845,355818836,49.0
4110787845,30404320,4.0
4110787847,4110787846,45.0
1668523273,92159669,51.0
4110787846,4283908155,4.0
1668523275,4824077320,2.0
1668523281,267317634,7.0
30385491,30385496,98.0
30385491,248746737,49.0
30385496,30385484,82.0
30385496,30385495,88.0
30385490,1463656474,119.0
30385495,30385488,81.0
30385495,30385485,117.0
579970448,3895980379,38.0
579970462,579970448,69.0
2505811398,2505811399,11.0
2505811399,1492410186,4.0
2505811399,1492410187,47.0
846570962,3494348621,2.0
846570962,846571483,50.0
2222040557,2222040561,18.0
2222040558,2222040557,49.0
2222040561,3810637328,20.0
384017929,493053633,54.0
384017930,227324361,26.0
384017930,227324436,33.0
356099604,331421735,10.0
1367582250,291966932,55.0
356099657,3729987756,5.0
30385747,3804569171,7.0
2850399839,4135567060,84.0
5727168140,3293342992,6.0
5727168141,3293343016,6.0
1463547037,1463547031,6.0
1463547037,1463547080,90.0
356099773,356099657,155.0
356099773,4312130696,67.0
356099773,3804569171,52.0
846571209,247417580,38.0
6207022858,595594346,51.0
6207022860,6167344602,62.0
224765801,30947901,140.0
2069604226,233262776,35.0
477079436,477079437,10.0
477079437,2096319043,81.0
2069604240,6138708866,6.0
1463547080,1463547099,12.0
1463547080,1463547037,90.0
3109398488,233314833,36.0
846571483,2325319131,57.0
1668524077,163643157,65.0
1668524146,163643177,73.0
5635942525,777841688,9.0
1668524207,1668524146,112.0
589408684,711334398,26.0
579971518,579514099,47.0
294627810,576876684,74.0
492939878,492939880,22.0
492939880,299027987,134.0
5001030250,4996764092,50.0
492939899,496572527,224.0
5001030281,5001030280,16.0
5001030325,5001030281,20.0
5001030326,5001030325,18.0
5001030327,5001030326,2.0
5001030328,5001030327,13.0
5001030329,5001030328,2.0
5001030330,5001030329,17.0
5001030332,5001030338,2.0
5001030338,5001030330,6.0
2189273813,4520380552,8.0
2189273817,2189273819,4.0
2189273819,2189273813,4.0
2189273819,591408273,87.0
4950043382,4950043383,7.0
4950043383,60653733,25.0
60096663,1449295036,11.0
777759525,774546128,81.0
777759530,777753013,82.0
2021108591,774499329,21.0
294628306,294627810,66.0
777759743,777759530,13.0
443264065,443264070,11.0
443264070,250933594,10.0
575384675,575384241,8.0
575384678,575384675,3.0
575384688,575384678,6.0
294628572,577459441,34.0
312718912,364329376,37.0
575384833,575384688,4.0
312718915,312718923,34.0
575384836,575384833,4.0
575384839,575384836,23.0
3882855727,506160213,48.0
580890024,2347234662,7.0
580890024,1449431267,9.0
580890038,580890042,67.0
580890038,6167359495,168.0
580890042,589451560,74.0
580890042,3419354751,50.0
844475923,3743608248,15.0
294628918,577462683,655.0
6167440950,6167440955,2.0
6167440950,2247274906,105.0
6167440953,6167440965,100.0
6167440953,6167191168,47.0
6167440955,2247271590,15.0
6167440957,6167440958,9.0
6167440958,6167489480,154.0
6167440960,3132504446,18.0
6167440965,6167440966,7.0
6167440966,3132499903,31.0
6167440966,6167440967,7.0
6167440967,6167440982,97.0
6167440968,2190478934,7.0
6167440969,4326586214,7.0
6167440972,6167440978,7.0
6167440972,6167441069,49.0
6167440973,3394726642,97.0
6167440974,6167413269,97.0
6167440975,4326586213,6.0
6167440976,6167440975,5.0
6167440977,6167440976,5.0
6167440977,6167440978,6.0
6167440977,6167441067,50.0
6167440978,2190478930,5.0
6167440978,6167440977,6.0
6167440978,6167440972,7.0
6167440982,6167440985,10.0
6167440985,6167440986,12.0
6167440986,6167417945,3.0
6167440987,6167440989,10.0
6167440989,131238672,22.0
6167440989,6167440990,4.0
6167440991,6167440992,9.0
6167440991,6167236695,85.0
6167440994,6167440995,98.0
6167440994,6167236650,34.0
6167440995,6167440996,8.0
6167440996,6167440997,5.0
6167440997,6167440998,97.0
6167440998,6167440999,11.0
6167440998,6167285783,26.0
6167440999,6167279408,7.0
6167440999,3394697031,12.0
6167441000,6167441001,105.0
6167441001,6167441002,11.0
6167441001,6167489400,34.0
6167441002,316414092,28.0
6167441002,6167441003,9.0
6167441003,6167441005,113.0
6167441005,2325395488,17.0
6167441005,3933094363,15.0
6167441007,711359372,9.0
6167441009,6167441014,11.0
767667826,767667831,20.0
6167441011,3327893029,59.0
767667831,6167357844,20.0
6167441017,6167441007,10.0
6167441014,775942455,98.0
6167441019,6167441009,107.0
6167441020,2190483589,7.0
6167441020,6167441019,14.0
6167441021,6167441020,114.0
6167441016,2190483598,11.0
6167441025,4326586184,113.0
6167441026,2190483579,113.0
6167441027,3213448174,41.0
6167441027,2190483582,8.0
6167441027,6167441021,8.0
6167441028,6167441027,12.0
6167441028,6167441029,7.0
6167441029,6167441030,5.0
6167441031,6167441025,20.0
6167441031,6167441032,6.0
6167441032,2190483584,12.0
6167441032,6167441001,7.0
6167441033,6167441028,49.0
6167441034,6167441033,56.0
6167441036,6167279401,6.0
6167441036,6167441034,5.0
6167441037,6167441036,4.0
6167441038,4326586190,6.0
6167441038,6167441037,3.0
6167441039,2190483583,6.0
6167441039,6167441038,6.0
6167441040,6167441039,11.0
6167441042,6167441040,97.0
6167441043,6167441042,4.0
6167441046,6167289285,96.0
6167441047,6167285784,97.0
6167441048,6167441043,8.0
6167441051,4326586198,8.0
6167441052,2190483577,8.0
6167441053,6167441048,99.0
6167441053,6167236654,6.0
6167441054,4544035098,45.0
6167441054,6167441053,7.0
6167441055,3394697044,9.0
6167441055,6167236693,6.0
6167441056,6167441055,98.0
6167441058,6167236694,98.0
6167441059,2190483580,10.0
6167441061,6167441062,11.0
6167441062,2190483586,6.0
6167441062,6167441056,3.0
6167441063,6167417950,7.0
6167441064,6167441063,2.0
6167441065,4326586208,7.0
6167441065,6167441064,2.0
6167441066,6167441065,14.0
6167441067,598405144,3.0
6167441067,6167440977,50.0
6167441067,6167441066,49.0
6167441068,6167441076,36.0
6167441068,6167441069,51.0
6167441068,6167191164,5.0
6167441068,6167441070,4.0
6167441069,6167441068,51.0
6167441069,6167440972,49.0
6167441070,6167441071,4.0
6167441070,6167441068,4.0
6167441071,6167441072,4.0
6167441071,6167441070,4.0
6167441072,4326586218,5.0
6167441072,6167441073,4.0
6167441072,6167441071,4.0
6167441073,2190478928,5.0
6167441073,6167247328,9.0
6167441073,6167441072,4.0
6167441075,6167441078,44.0
6167441077,2020832915,3.0
6167441078,6167441087,5.0
6167441081,6167441072,96.0
6167441087,4391710424,3.0
241807173,4936948367,9.0
241807175,4283908132,23.0
241807175,233578120,101.0
241807177,3146808114,86.0
241807179,370749284,14.0
241807179,3862791980,11.0
241807183,370749268,15.0
241807184,370749246,13.0
241807184,241807183,120.0
241807187,370749206,12.0
241807189,643985980,54.0
241807190,2810279739,23.0
241807192,417270188,18.0
241807193,1241460740,99.0
241807196,370750698,7.0
241807198,2358053593,4.0
281390967,4028046140,30.0
3198005217,1960476776,5.0
477081585,477075430,62.0
477081585,30947458,62.0
579973133,55931060,5.0
1495248920,4826905590,37.0
241807392,370750315,5.0
241807394,370751614,14.0
241807395,373002835,14.0
241807395,241807397,121.0
241807397,4283908137,23.0
241807397,266734280,60.0
241807391,370749976,18.0
241807452,30944133,21.0
241807452,1713449452,14.0
767668329,30220444,12.0
767668329,371967118,28.0
3148722376,1479905329,4.0
3148722377,3148722376,4.0
3148722378,3148722377,13.0
3148722379,3148722378,3.0
289648906,296027679,67.0
291483918,294637965,535.0
291483922,294637965,832.0
2567155992,541122884,11.0
2567155992,608962184,154.0
1458418005,1458418039,18.0
1458418020,1458418053,71.0
1458418025,1458418005,58.0
1458418039,4975504805,5.0
1458418053,1459448706,72.0
1458418054,1458418056,71.0
1458418056,250933576,348.0
1458418065,1458418088,11.0
1458418088,4975504807,58.0
1458418091,1459448704,7.0
1458418093,1458418025,11.0
778809786,778814205,94.0
2142220736,581776548,77.0
778809794,778812532,12.0
145207765,145207767,43.0
145207765,259616699,47.0
575386073,60088414,9.0
575386087,54552821,9.0
575386089,575386087,9.0
575386093,54552822,10.0
575386097,575386095,9.0
575386095,575386093,10.0
575386108,54552823,9.0
575386147,575386073,9.0
6280295068,4380043470,7.0
6280295068,4380043472,17.0
176665285,176670229,32.0
592818918,6167265866,65.0
506049281,506049282,59.0
506049282,709967340,20.0
575386408,60088412,8.0
575386414,575386418,9.0
575386501,575386408,8.0
746435485,443279896,12.0
312718297,767737668,29.0
312718298,52600161,162.0
312718309,312718307,41.0
312718318,137180950,25.0
6209516580,2005895266,8.0
6209516581,1985549821,64.0
3276387456,560985134,51.0
2501489820,3862791979,9.0
410105024,250774449,74.0
488879346,2185303492,106.0
2189145377,2189145378,64.0
2189145378,145220211,38.0
2189145378,2189145398,43.0
2189145380,6167417926,9.0
2189145380,6167417927,6.0
2189145384,3543024079,100.0
2189145385,4520380503,5.0
2189145385,6167279418,51.0
2189145387,595594366,6.0
2189145388,4520380518,2.0
2189145389,6167236641,7.0
2189145390,4520380543,4.0
2189145392,595594367,28.0
2189145392,2189145389,12.0
2189145394,4520380545,4.0
2189145398,3394725967,58.0
2189145398,6167413280,86.0
2189145399,4520380531,5.0
2189145399,2279006915,64.0
2189145401,123079071,27.0
2189145401,3394725585,100.0
2189145402,161467106,94.0
2189145403,6167191177,5.0
2189145404,4520380533,6.0
2189145406,3394725163,110.0
2189145408,4520380513,2.0
2189145409,4520380498,7.0
2457712016,361227565,47.0
2457712022,2457712028,28.0
2457712028,2457712046,65.0
575387075,575386501,8.0
3810637310,3810637356,46.0
3810637313,2642814897,4.0
3810637328,560986785,99.0
845657619,846546021,3.0
845657621,845657619,3.0
168408619,168377580,30.0
3810637356,3810637313,4.0
3810637356,2642814904,4.0
312718901,3171517001,21.0
4633638468,5797722962,6.0
4633638472,4633638475,20.0
4633638475,4633638485,26.0
4633638477,4633638472,8.0
312718923,245802961,8.0
312718923,312719440,64.0
4633638485,4633638468,13.0
778942036,746908742,283.0
778942036,5619579757,39.0
161461931,633912993,44.0
506050308,6024429133,11.0
2699015970,227770375,98.0
3882858365,741702228,6.0
3882858365,6167254973,8.0
2501490564,2501489820,13.0
2501490564,650277273,6.0
2501490564,2501490566,27.0
2501490566,2501490568,13.0
2501490566,2501490564,27.0
2501490566,650277209,7.0
2501490568,2501489820,27.0
2501490568,2501490566,13.0
2249570202,250933602,143.0
2249570202,331419757,2.0
778942366,571468537,46.0
778942366,778942399,49.0
589805478,3743608254,11.0
778942399,778942527,148.0
575518666,575524447,8.0
575518666,575520122,9.0
767670317,767671059,49.0
767670317,34160610,11.0
312719417,1725216215,35.0
778942527,250774446,9.0
312719425,312719434,34.0
312719433,312719417,50.0
312719433,312719425,64.0
312719434,1725216302,36.0
312719435,312719437,24.0
312719437,52600109,38.0
312719440,312719437,58.0
312719443,33238480,53.0
575387776,575387772,7.0
575387772,358731556,14.0
575387785,575388261,8.0
38779052,31477171,19.0
845658418,845657621,81.0
6154467901,1985347051,54.0
269335114,269335115,16.0
269335115,938091424,4.0
575388261,575388286,7.0
575388286,575388293,13.0
575388293,54552188,7.0
576830130,576830150,9.0
475511480,1686719014,6.0
576830150,575390873,18.0
269335260,2368035914,12.0
269335261,4248528827,64.0
269335261,170219384,14.0
767671059,2384091371,23.0
269335418,269335440,58.0
269335440,268533545,12.0
269335441,268533994,91.0
269335443,269335418,26.0
269335444,268533994,15.0
269335444,269335443,90.0
635681778,103116463,11.0
576830453,575434454,13.0
145210375,145220050,37.0
443530294,443530298,47.0
443530297,250479850,49.0
443530298,1982439976,121.0
778812520,651992598,43.0
778812520,778809786,142.0
778812532,651992598,8.0
616938662,616938661,18.0
616938663,616938662,18.0
3481124174,6167441051,57.0
3327901008,4245791605,15.0
2768616811,591431040,23.0
2768616811,1964021898,21.0
575520122,575518666,9.0
575520122,575397932,6.0
575520122,54550902,571.0
176668174,176665285,6.0
767671823,2707996427,100.0
1728560657,5457981822,94.0
576831013,576837332,14.0
576831013,60096724,210.0
2455223905,4973179167,840.0
2455223905,2841675038,1229.0
410107566,349918075,40.0
4135567060,1492150945,14.0
616939286,616938663,7.0
576831352,356126466,8.0
4785946711,306969488,10.0
4785946711,306968230,11.0
472236193,137182987,107.0
472236196,2766300592,16.0
472236199,331143078,51.0
2236727765,2481930664,37.0
2236727765,2236727766,79.0
2236727766,2481930672,45.0
2236727766,4283908170,55.0
2236727768,4283908156,49.0
2236727775,2481930661,40.0
2236727775,2236727765,79.0
2236727788,356080719,109.0
2236727788,4283908179,140.0
571458041,711745634,31.0
2236727821,2236727849,69.0
1458422285,5563404258,9.0
1458422285,250774442,9.0
2236727826,30948020,2.0
2236727826,4315827361,191.0
2236727832,5172636078,81.0
2236727832,2236727826,106.0
827048477,3259282309,92.0
2236727840,4283908173,117.0
1458422309,4299936438,6.0
2236727849,4283908153,57.0
1458422326,319619070,6.0
1458422327,250774442,9.0
1458422327,1458422329,12.0
1458422329,1458422330,4.0
1458422329,250774471,49.0
1458422330,1458422327,12.0
1458422330,1463620845,56.0
577356504,3085926090,5.0
577356504,2935371911,179.0
778814205,2835280017,31.0
577356695,576868765,3.0
2481930754,2481930755,41.0
2481930755,610682590,4.0
2481930757,2481930759,57.0
2481930758,2481930757,72.0
2481930758,30948166,56.0
2481930759,250774441,42.0
2481930759,728165741,29.0
4061250646,5096779240,29.0
4061250646,5096779235,8.0
575390860,54552189,27.0
371967118,371967853,32.0
575390870,54552190,6.0
575390873,575390870,9.0
1132053678,1132053699,123.0
1132053694,1132023820,4.0
1132053694,1132014788,34.0
2189149376,2384097341,37.0
1132053699,1132014824,4.0
1132053699,1132053694,63.0
1132053705,1132053678,12.0
1132053705,60653715,5.0
3970811101,709707024,14.0
3970811101,400738474,126.0
4264281396,579486396,118.0
4264281398,4264281397,17.0
4264281400,4264281398,48.0
4264281400,4264281396,99.0
4264281401,4264281400,12.0
4264281402,4264281401,28.0
4264281404,4264281402,59.0
4264281406,4264281404,58.0
207078719,207078711,108.0
207078731,2272185768,85.0
266739118,54558279,9.0
266739118,5680151853,134.0
266739118,5424203733,74.0
233555306,3774995963,7.0
5290706350,3419344109,19.0
5290706353,5290706354,7.0
5290706353,5290706364,42.0
233555377,372993330,58.0
5290706354,5290706361,42.0
5290706361,4283908116,16.0
5290706364,2189377522,3.0
5290706362,5290706350,6.0
418104790,248746959,45.0
844482038,844489849,11.0
41666069,581717100,7.0
176670229,176675254,42.0
4698523257,128874949,25.0
4698523258,128874949,13.0
844482225,301544568,36.0
844482225,844490705,39.0
3098154906,2277912680,35.0
3098154909,3098154911,60.0
277368251,310949036,597.0
571459351,306905310,16.0
371967864,767594382,4.0
371967865,371967864,21.0
561538883,305912818,9.0
1982318493,38779052,126.0
1982318497,1996808838,66.0
588236764,588236765,5.0
588236765,588236766,5.0
588236766,588236775,6.0
588236775,588236793,5.0
588236793,588236800,5.0
588236800,588236801,6.0
588236801,6167418092,3.0
588236802,588236803,5.0
588236802,6167418092,3.0
588236803,588236802,5.0
588236803,6167359493,34.0
844482569,844482571,6.0
844482569,554240022,9.0
844482571,560989608,9.0
307349581,650272311,52.0
577456439,577456447,7.0
577456439,577456465,2.0
307349677,5680175257,6.0
307349700,3144850937,32.0
290048306,560997597,9.0
356632899,233315220,52.0
356632899,233315035,30.0
844482981,844482569,11.0
844483079,844482038,11.0
3199584806,6207227908,26.0
3199584808,6167289304,10.0
3199584808,1691676459,79.0
576834101,60096157,198.0
576834101,2632207571,77.0
161467106,814526942,53.0
127650543,127652487,110.0
161467170,161467106,52.0
3313210941,294622372,2.0
758631420,560986784,34.0
758631468,758631420,33.0
775933064,775946936,87.0
2249575579,4157118515,402.0
2249575583,4157118503,2.0
576834725,60096788,37.0
576834725,6226313842,15.0
1224854732,634785744,7.0
1224854745,1224854814,29.0
2133183709,291483918,7.0
1224854753,1224854745,29.0
1224854759,634777950,43.0
1224854774,441587739,16.0
1224854774,1224854759,76.0
1224854814,1224854732,27.0
